ENTITY_STABLE_ID	NAME	DESCRIPTION	TCGA-OR-A5J1-01	TCGA-OR-A5J2-01	TCGA-OR-A5J3-01	TCGA-OR-A5J4-01	TCGA-OR-A5J5-01	TCGA-OR-A5J6-01	TCGA-OR-A5J7-01	TCGA-OR-A5J8-01	TCGA-OR-A5J9-01	TCGA-OR-A5JA-01	TCGA-OR-A5JB-01	TCGA-OR-A5JC-01	TCGA-OR-A5JD-01	TCGA-OR-A5JE-01	TCGA-OR-A5JF-01	TCGA-OR-A5JG-01	TCGA-OR-A5JH-01	TCGA-OR-A5JI-01	TCGA-OR-A5JJ-01	TCGA-OR-A5JK-01	TCGA-OR-A5JL-01	TCGA-OR-A5JM-01	TCGA-OR-A5JO-01	TCGA-OR-A5JP-01	TCGA-OR-A5JQ-01	TCGA-OR-A5JR-01	TCGA-OR-A5JS-01	TCGA-OR-A5JT-01	TCGA-OR-A5JU-01	TCGA-OR-A5JV-01	TCGA-OR-A5JW-01	TCGA-OR-A5JX-01	TCGA-OR-A5JY-01	TCGA-OR-A5JZ-01	TCGA-OR-A5K0-01	TCGA-OR-A5K1-01	TCGA-OR-A5K2-01	TCGA-OR-A5K3-01	TCGA-OR-A5K4-01	TCGA-OR-A5K5-01	TCGA-OR-A5K6-01	TCGA-OR-A5K8-01	TCGA-OR-A5K9-01	TCGA-OR-A5KB-01	TCGA-OR-A5KO-01	TCGA-OR-A5KP-01	TCGA-OR-A5KQ-01	TCGA-OR-A5KS-01	TCGA-OR-A5KT-01	TCGA-OR-A5KU-01	TCGA-OR-A5KV-01	TCGA-OR-A5KW-01	TCGA-OR-A5KX-01	TCGA-OR-A5KY-01	TCGA-OR-A5KZ-01	TCGA-OR-A5L1-01	TCGA-OR-A5L2-01	TCGA-OR-A5L3-01	TCGA-OR-A5L4-01	TCGA-OR-A5L5-01	TCGA-OR-A5L6-01	TCGA-OR-A5L8-01	TCGA-OR-A5L9-01	TCGA-OR-A5LA-01	TCGA-OR-A5LB-01	TCGA-OR-A5LC-01	TCGA-OR-A5LD-01	TCGA-OR-A5LE-01	TCGA-OR-A5LF-01	TCGA-OR-A5LG-01	TCGA-OR-A5LH-01	TCGA-OR-A5LI-01	TCGA-OR-A5LJ-01	TCGA-OR-A5LK-01	TCGA-OR-A5LL-01	TCGA-OR-A5LM-01	TCGA-OR-A5LN-01	TCGA-OR-A5LO-01	TCGA-OR-A5LP-01	TCGA-OR-A5LR-01	TCGA-OR-A5LS-01	TCGA-OR-A5LT-01	TCGA-OU-A5PI-01	TCGA-P6-A5OF-01	TCGA-OR-A5OG-01	TCGA-P6-A5OH-01	TCGA-PA-A5YG-01	TCGA-PK-A5H8-01	TCGA-PK-A5H9-01	TCGA-PK-A5HA-01	TCGA-PK-A5HB-01	TCGA-PK-A5HC-01
8p_status	8p	Copy number status of 8p	Unchanged	Unchanged	Unchanged	NA	Unchanged	Gain	Loss	Unchanged	Gain	Loss	Loss	Gain	Gain	Unchanged	Unchanged	Loss	Unchanged	Unchanged	Unchanged	Gain	Unchanged	Gain	Unchanged	Gain	Unchanged	Gain	Gain	Gain	Unchanged	Gain	Loss	Gain	Unchanged	Gain	Unchanged	Gain	Unchanged	Unchanged	Gain	NA	Unchanged	Loss	Gain	Loss	Gain	Loss	Unchanged	Gain	NA	Unchanged	Unchanged	Gain	Loss	Unchanged	Gain	Unchanged	NA	Unchanged	Loss	NA	Unchanged	Gain	Gain	Gain	Unchanged	Gain	NA	Unchanged	Gain	Loss	Unchanged	Loss	Unchanged	Loss	Loss	Loss	Gain	Loss	Unchanged	Gain	Loss	Loss	Loss	NA	NA	Unchanged	Unchanged	NA	Unchanged	Unchanged	Loss	Loss
8q_status	8q	Copy number status of 8q	Unchanged	Unchanged	Unchanged	NA	Unchanged	Gain	Loss	Unchanged	Gain	Loss	NA	Gain	Gain	Unchanged	NA	Loss	Unchanged	Unchanged	Gain	Gain	Unchanged	Gain	Unchanged	Gain	Unchanged	Gain	Gain	Gain	Unchanged	Gain	Loss	Gain	Unchanged	Gain	Unchanged	Gain	Unchanged	Unchanged	Gain	Gain	Unchanged	Loss	Gain	Gain	Gain	Loss	Unchanged	Gain	Unchanged	Unchanged	Unchanged	Gain	Unchanged	Unchanged	Gain	Unchanged	Gain	Unchanged	Loss	Gain	Unchanged	Gain	Gain	Gain	Unchanged	Gain	Gain	Unchanged	Gain	Unchanged	Unchanged	Loss	NA	Loss	NA	Loss	Gain	Loss	Unchanged	Gain	Loss	Loss	Loss	NA	NA	Unchanged	Unchanged	NA	Unchanged	Unchanged	Loss	Loss
9p_status	9p	Copy number status of 9p	Unchanged	Unchanged	Unchanged	NA	Gain	Unchanged	Loss	Unchanged	Loss	NA	Unchanged	Loss	Gain	Unchanged	Gain	Gain	Unchanged	Unchanged	Unchanged	Unchanged	Unchanged	Loss	Unchanged	Loss	Unchanged	Unchanged	Loss	Loss	Unchanged	Loss	Unchanged	Unchanged	Loss	Unchanged	Loss	Unchanged	Loss	Unchanged	Unchanged	Loss	Loss	Unchanged	Unchanged	Loss	Gain	NA	Unchanged	Unchanged	Unchanged	Loss	Unchanged	Unchanged	Unchanged	Gain	NA	Unchanged	Loss	Loss	Loss	Unchanged	Unchanged	Loss	Unchanged	Loss	Unchanged	Loss	Unchanged	Loss	Loss	NA	Unchanged	Unchanged	Gain	Loss	Unchanged	Loss	Unchanged	Loss	Unchanged	Unchanged	Gain	Gain	Unchanged	NA	NA	Unchanged	Unchanged	NA	Unchanged	Unchanged	Unchanged	NA
9q_status	9q	Copy number status of 9q	Unchanged	Unchanged	Unchanged	NA	Gain	Unchanged	Unchanged	Gain	Unchanged	Gain	Unchanged	Loss	Gain	Gain	Gain	Gain	Unchanged	Unchanged	Gain	Unchanged	Unchanged	Unchanged	Unchanged	NA	Unchanged	Unchanged	Gain	Loss	Unchanged	NA	Unchanged	Unchanged	NA	Unchanged	NA	Unchanged	Gain	Unchanged	Unchanged	NA	Unchanged	Unchanged	Unchanged	Gain	Gain	Gain	Unchanged	Unchanged	Unchanged	Loss	Unchanged	Unchanged	Unchanged	Gain	Unchanged	Unchanged	Loss	Unchanged	Loss	Unchanged	Unchanged	Loss	Unchanged	Loss	Gain	NA	Unchanged	Unchanged	Loss	Unchanged	Unchanged	Unchanged	Gain	Loss	Unchanged	Loss	Unchanged	Loss	Unchanged	Unchanged	Gain	Gain	Unchanged	NA	NA	NA	Unchanged	NA	Unchanged	Unchanged	Unchanged	Unchanged
10p_status	10p	Copy number status of 10p	Unchanged	Gain	Unchanged	Loss	Unchanged	Unchanged	Gain	Unchanged	Unchanged	Loss	Unchanged	Unchanged	Gain	NA	Gain	Loss	Loss	Unchanged	Unchanged	Gain	Unchanged	Unchanged	Unchanged	Unchanged	Loss	Unchanged	Unchanged	Loss	Unchanged	Loss	Unchanged	Gain	Loss	Unchanged	Unchanged	Unchanged	Gain	Unchanged	Unchanged	Unchanged	Unchanged	Unchanged	Unchanged	Gain	Gain	Unchanged	Unchanged	Loss	Unchanged	Loss	Unchanged	Unchanged	Unchanged	Gain	Unchanged	Loss	NA	Unchanged	Loss	Unchanged	NA	Unchanged	Unchanged	Loss	Gain	Gain	Gain	NA	Loss	Unchanged	Unchanged	NA	Gain	Loss	Unchanged	Loss	Unchanged	Gain	Unchanged	Unchanged	Gain	Unchanged	Unchanged	NA	NA	Unchanged	Unchanged	NA	Unchanged	Unchanged	Unchanged	Loss
10q_status	10q	Copy number status of 10q	Unchanged	Gain	Unchanged	Loss	Unchanged	Unchanged	NA	Unchanged	Unchanged	Loss	Unchanged	Unchanged	Gain	Unchanged	Gain	Loss	Loss	Unchanged	Unchanged	Gain	Unchanged	Gain	Unchanged	Gain	Loss	Unchanged	Unchanged	Loss	Unchanged	Loss	Unchanged	Gain	Loss	Unchanged	Unchanged	Unchanged	Gain	Unchanged	Unchanged	Unchanged	Unchanged	Unchanged	Unchanged	NA	NA	Gain	Unchanged	Loss	Unchanged	Loss	Unchanged	Unchanged	Unchanged	Gain	Unchanged	Loss	Loss	Unchanged	Loss	Unchanged	Loss	Unchanged	Unchanged	Loss	Gain	Gain	Gain	Unchanged	Loss	Unchanged	Unchanged	Unchanged	Gain	Loss	Unchanged	Loss	Unchanged	NA	Unchanged	Unchanged	Gain	Unchanged	Unchanged	NA	NA	NA	Unchanged	NA	Unchanged	Unchanged	Unchanged	Loss
11p_status	11p	Copy number status of 11p	Unchanged	Unchanged	Unchanged	NA	Loss	Unchanged	Loss	Unchanged	Loss	Loss	Unchanged	Loss	Loss	Unchanged	Unchanged	Loss	Loss	Loss	Unchanged	Unchanged	Unchanged	Unchanged	Unchanged	Unchanged	Loss	Unchanged	Gain	Loss	Unchanged	Loss	Loss	Loss	Loss	Unchanged	Unchanged	Unchanged	Unchanged	Unchanged	Unchanged	Unchanged	Loss	Loss	Loss	Loss	Unchanged	Unchanged	Unchanged	Loss	Unchanged	Loss	Unchanged	Unchanged	Unchanged	Unchanged	Unchanged	Loss	Gain	Unchanged	Loss	Unchanged	Loss	Loss	Unchanged	Loss	Unchanged	Loss	Gain	Unchanged	Loss	Unchanged	Unchanged	Unchanged	Unchanged	Loss	Unchanged	Loss	Loss	Loss	Unchanged	Unchanged	Loss	Loss	Loss	NA	NA	Gain	Unchanged	NA	Unchanged	Loss	Loss	Loss
11q_status	11q	Copy number status of 11q	Unchanged	Unchanged	Unchanged	Loss	Loss	Unchanged	Unchanged	Unchanged	Loss	Loss	Unchanged	Loss	Loss	Unchanged	Unchanged	Loss	Loss	Loss	Unchanged	Unchanged	Unchanged	Unchanged	Unchanged	NA	Loss	Unchanged	Unchanged	Loss	Unchanged	Loss	Loss	Unchanged	Unchanged	Unchanged	NA	Unchanged	Unchanged	Unchanged	Unchanged	Gain	Loss	Loss	Loss	Loss	Unchanged	Unchanged	Unchanged	Loss	Unchanged	Loss	Unchanged	Unchanged	Unchanged	Unchanged	Unchanged	Loss	Loss	Unchanged	Loss	Unchanged	Unchanged	Loss	Unchanged	Loss	Unchanged	Loss	Gain	Unchanged	Loss	Unchanged	Unchanged	Unchanged	Unchanged	Loss	Unchanged	Loss	Loss	Loss	Unchanged	Unchanged	Loss	Loss	Loss	NA	NA	Unchanged	Unchanged	NA	Unchanged	Loss	Loss	Loss
12p_status	12p	Copy number status of 12p	Unchanged	Gain	Gain	NA	Gain	Gain	Unchanged	NA	Gain	Gain	Unchanged	Gain	Gain	Gain	Gain	Gain	Unchanged	Gain	Gain	Gain	Gain	Gain	Unchanged	Gain	Unchanged	Gain	Gain	Gain	Unchanged	Gain	Unchanged	Gain	Gain	Gain	Unchanged	Gain	Gain	Gain	Gain	Unchanged	Unchanged	Unchanged	Unchanged	Unchanged	Unchanged	Gain	Unchanged	Gain	Unchanged	Gain	Unchanged	Gain	Unchanged	Gain	Gain	Gain	Gain	Unchanged	Gain	Gain	Gain	Unchanged	Gain	Gain	Gain	Gain	Gain	Unchanged	Gain	Loss	Gain	Unchanged	Gain	Gain	Loss	Gain	Gain	Gain	Gain	Gain	Gain	Gain	Unchanged	NA	NA	Unchanged	Gain	NA	Unchanged	Unchanged	Loss	Gain
12q_status	12q	Copy number status of 12q	Unchanged	Gain	Gain	Gain	Gain	Gain	Gain	NA	Gain	Gain	NA	Gain	Gain	Gain	Gain	Gain	Unchanged	Gain	Gain	Gain	Gain	NA	Unchanged	Gain	Unchanged	Gain	Gain	Gain	Unchanged	Gain	Unchanged	Gain	NA	Gain	Unchanged	Gain	Gain	Gain	Gain	Gain	Unchanged	Unchanged	Unchanged	Unchanged	Unchanged	Gain	Unchanged	Gain	NA	Gain	Unchanged	Gain	Gain	Gain	Gain	Gain	Gain	Unchanged	Gain	Gain	Gain	Unchanged	Gain	Gain	Gain	Gain	Gain	Unchanged	Gain	Unchanged	Gain	Unchanged	Gain	Gain	NA	Gain	Gain	NA	Gain	Gain	Gain	Gain	Unchanged	NA	NA	Unchanged	Gain	NA	Unchanged	Unchanged	Unchanged	NA
13q_status	13q	Copy number status of 13q	Unchanged	Gain	Unchanged	Loss	Loss	Unchanged	Loss	Unchanged	NA	NA	Loss	Loss	Loss	Loss	Unchanged	Loss	Loss	Loss	Unchanged	Unchanged	Gain	Unchanged	Unchanged	Loss	Loss	Unchanged	Loss	Loss	Unchanged	Loss	Loss	Unchanged	NA	Unchanged	NA	Unchanged	Loss	Unchanged	Unchanged	Loss	Unchanged	Unchanged	Loss	Loss	Unchanged	Loss	Unchanged	Loss	Unchanged	Loss	Unchanged	Gain	Unchanged	Unchanged	Loss	Loss	Loss	Unchanged	Loss	Unchanged	Loss	Loss	Unchanged	Loss	Unchanged	Gain	Loss	Unchanged	Loss	Unchanged	Unchanged	Loss	Unchanged	Loss	Loss	Unchanged	Loss	Loss	Unchanged	Unchanged	Loss	Loss	Loss	NA	NA	Loss	Unchanged	NA	Unchanged	Loss	Loss	Loss
14q_status	14q	Copy number status of 14q	Unchanged	Unchanged	Gain	Unchanged	Gain	Loss	Loss	Unchanged	Loss	Unchanged	Unchanged	Unchanged	Loss	Gain	Unchanged	Gain	Loss	Unchanged	Gain	Unchanged	Gain	Loss	Unchanged	Gain	Loss	Unchanged	Gain	Loss	Unchanged	Loss	Unchanged	NA	NA	Unchanged	Unchanged	Unchanged	Unchanged	Unchanged	Unchanged	Unchanged	Unchanged	NA	Unchanged	NA	Gain	Unchanged	Unchanged	Loss	Unchanged	Loss	Unchanged	Unchanged	NA	Unchanged	Unchanged	Loss	NA	Unchanged	Gain	Unchanged	Loss	Gain	Unchanged	Loss	Gain	NA	Unchanged	Unchanged	Loss	Unchanged	Unchanged	Unchanged	Unchanged	Loss	Unchanged	Unchanged	Loss	Gain	Unchanged	Unchanged	Gain	Loss	Unchanged	NA	NA	Unchanged	Unchanged	NA	Unchanged	Unchanged	Unchanged	Loss
